"","POPULATION_CU","POPULATION","POP_ID","SPECIES","Y_LAT","X_LONGT","CU_NAME","CU_ACRO","FULL_CU_IN","cuid","IS_INDICATOR","REGION","year_start","year_final","START_SPAWN_DT","nYears_START_SPAWN_DT","nYearsOutside_START_SPAWN_DT","PEAK_SPAWN_DT","nYears_PEAK_SPAWN_DT","nYearsOutside_PEAK_SPAWN_DT","END_SPAWN_DT","nYears_END_SPAWN_DT","nYearsOutside_END_SPAWN_DT","DQ_START","DQ_PEAK","DQ_END"
"4716","Price Creek (Kitimat-Butedale) Chum_CM-18","Price Creek (Kitimat-Butedale) Chum",43793,"Chum",52.4705858621984,-128.733722445166,"HECATE LOWLANDS","NCC-coastal","CM-18",506,"Y","Central Coast",1953,2022,257.65625,48,40,276.47619047619,42,26,288.7625,40,21,1,1,1
"4717","Price Creek (Kitimat-Butedale) Coho_CO-27","Price Creek (Kitimat-Butedale) Coho",43791,"Coho",52.4705858621984,-128.733722445166,"HECATE STRAIT MAINLAND","HecLow+HStr","CO-27",520,"N","Central Coast",1953,2002,252.916666666667,36,27,273.033333333333,30,16,300.909090909091,33,15,1,1,1
"4718","Price Creek (Kitimat-Butedale) Pink_PKE-5","Price Creek (Kitimat-Butedale) Pink",43792,"Pink",52.4705858621984,-128.733722445166,"HECATE LOWLANDS","HStr-HecLow","PKE-5",608,"N","Central Coast",1954,2022,247.704545454545,22,19,253.973684210526,19,12,269.578947368421,19,8,2,1,1
"4719","Price Creek (Kitimat-Butedale) Pink_PKO-12","Price Creek (Kitimat-Butedale) Pink",43792,"Pink",52.4705858621984,-128.733722445166,"HECATE STRAIT-LOWLANDS","HStr-HecLow","PKO-12",611,"N","Central Coast",1953,2022,245.025,20,18,253.5,17,14,267.411764705882,17,12,2,2,1
"4720","Price Creek (Kitimat-Butedale) Sockeye_SEL-19-48","Price Creek (Kitimat-Butedale) Sockeye",43790,"Sockeye",52.4705858621984,-128.733722445166,"PRICE CREEK","Price Creek","SEL-19-48",587,"N","Central Coast",1953,2022,230.414634146341,41,33,251.054054054054,37,25,256.972972972973,37,18,1,1,1
"4721","Protection Point Creek (Alert Bay) Chum Run 1_CM-6","Protection Point Creek (Alert Bay) Chum Run 1",50836,"Chum",50.6361631631471,-126.183286708509,"LOUGHBOROUGH","LOUGH","CM-6",902,"N","Vancouver Island & Mainland Inlets",1953,1997,260.666666666667,12,5,288.166666666667,12,5,290.75,12,4,1,1,1
"4722","Protection Point Creek (Alert Bay) Coho Run 1_CO-12","Protection Point Creek (Alert Bay) Coho Run 1",50832,"Coho",50.6361631631471,-126.183286708509,"SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","CO-12",909,"N","Vancouver Island & Mainland Inlets",1953,1998,259.704545454545,22,10,285.636363636364,22,10,306.977272727273,22,9,1,1,1
"4723","Protection Point Creek (Alert Bay) Pink Run 1_PKE-4","Protection Point Creek (Alert Bay) Pink Run 1",50834,"Pink",50.6361631631471,-126.183286708509,"SOUTHERN FJORDS","SFj","PKE-4",920,"N","Vancouver Island & Mainland Inlets",1954,1998,241.3125,8,6,260,7,5,279.5,7,5,2,2,2
"4724","Protection Point Creek (Alert Bay) Pink Run 1_PKO-7","Protection Point Creek (Alert Bay) Pink Run 1",50834,"Pink",50.6361631631471,-126.183286708509,"SOUTHERN FJORDS","SC+SFj","PKO-7",926,"N","Vancouver Island & Mainland Inlets",1953,1997,238.272727272727,11,6,255.181818181818,11,6,285.272727272727,11,5,1,1,1
"4725","Prudhomme Creek (Lower Skeena) Coho_CO-31","Prudhomme Creek (Lower Skeena) Coho",43406,"Coho",54.2450081606396,-130.115900377712,"SKEENA ESTUARY","SKEst","CO-31",225,"N","Skeena",1980,2014,287.083333333333,12,7,298.045454545455,11,7,325.583333333333,12,7,1,2,1
"4726","Prudhomme Creek (Lower Skeena) Pink_PKE-7","Prudhomme Creek (Lower Skeena) Pink",43407,"Pink",54.2450081606396,-130.115900377712,"NASS-SKEENA ESTUARY","NSKEst","PKE-7",219,"N","Skeena",1994,2002,NA,0,0,NA,0,0,258.5,1,0,3,3,2
"4727","Prudhomme Creek (Lower Skeena) Pink_PKO-14","Prudhomme Creek (Lower Skeena) Pink",43407,"Pink",54.2450081606396,-130.115900377712,"NASS-SKEENA ESTUARY","NSKEst","PKO-14",223,"N","Skeena",2003,2011,NA,0,0,263.5,2,2,258.5,1,0,3,3,2
"4728","Prudhomme Creek (Lower Skeena) Sockeye_SEL-19-49","Prudhomme Creek (Lower Skeena) Sockeye",43405,"Sockeye",54.2450081606396,-130.115900377712,"PRUDHOMME","Prudhomme","SEL-19-49",416,"N","Skeena",1981,2016,238.875,20,16,254.909090909091,22,16,271.880952380952,21,12,2,1,1
"4729","Ptarmigan Creek (Prince George) Chinook Run 1_CK-12","Ptarmigan Creek (Prince George) Chinook Run 1",47517,"Chinook",53.703697428947,-120.891117342062,"UPPER FRASER RIVER_SP_1.3","UFR-spring","CK-12",312,"N","Fraser",1986,2003,221.125,8,6,231.2,10,8,246.625,8,6,2,2,2
"4730","Puntledge River Chinook (unknown timing)_CK-27","Puntledge River Chinook (unknown timing)",3331,"Chinook",49.6959154209562,-124.994937514647,"EAST VANCOUVER ISLAND-QUALICUM AND PUNTLEDGE_FA_0.x","QP-fall","CK-27",325,NA,"Vancouver Island & Mainland Inlets",1953,1983,152.615384615385,13,1,270.307692307692,13,1,306.615384615385,13,1,1,1,1
"4731","Puntledge River Chum_CM-4","Puntledge River Chum",53066,"Chum",49.6959154209562,-124.994937514647,"GEORGIA STRAIT","GStr-SFj","CM-4",904,"Y","Vancouver Island & Mainland Inlets",1953,2019,293.115384615385,52,19,320.333333333333,48,15,346.029411764706,51,19,1,1,1
"4732","Puntledge River Coho_CO-13","Puntledge River Coho",53062,"Coho",49.6959154209562,-124.994937514647,"EAST VANCOUVER ISLAND-GEORGIA STRAIT","EVI+GStr","CO-13",910,"N","Vancouver Island & Mainland Inlets",1953,2019,275.960784313725,51,19,315.25,48,16,359.69387755102,49,17,1,1,1
"4733","Puntledge River Fall Chinook_CK-27","Puntledge River Fall Chinook",53069,"Chinook",49.6959154209562,-124.994937514647,"EAST VANCOUVER ISLAND-QUALICUM AND PUNTLEDGE_FA_0.x","QP-fall","CK-27",325,"N","Vancouver Island & Mainland Inlets",1965,2020,273.214285714286,35,18,286.796875,32,13,305.189189189189,37,18,1,1,1
"4734","Puntledge River Pink_PKE-1","Puntledge River Pink",53064,"Pink",49.6959154209562,-124.994937514647,"GEORGIA STRAIT","GStr","PKE-1",917,"Y","Vancouver Island & Mainland Inlets",1954,2018,240.826086956522,23,6,262.954545454545,22,5,284.021739130435,23,6,1,1,1
"4735","Puntledge River Pink_PKO-3","Puntledge River Pink",53064,"Pink",49.6959154209562,-124.994937514647,"GEORGIA STRAIT","GStr","PKO-3",922,"Y","Vancouver Island & Mainland Inlets",1953,2019,242.695652173913,23,8,267.782608695652,23,8,288.458333333333,24,9,1,1,1
"4736","Puntledge River Sockeye_SER-08","Puntledge River Sockeye",53060,"Sockeye",49.6959154209562,-124.994937514647,"EAST VANCOUVER ISLAND AND GEORGIA STRAIT","EVI-GStr","SER-08",973,"N","Vancouver Island & Mainland Inlets",1955,2018,222.375,12,2,245.791666666667,12,2,268.208333333333,12,2,1,1,1
"4737","Puntledge River Spring Chinook_CK-83","Puntledge River Spring Chinook",53068,"Chinook",49.6959154209562,-124.994937514647,"EAST VANCOUVER ISLAND-GEORGIA STRAIT_SU_0.3","EVIGStr-sum","CK-83",334,"Y","Vancouver Island & Mainland Inlets",1972,2019,262.596153846154,26,15,281.452380952381,21,10,301.46,25,14,1,1,1
"4738","Puntledge River Steelhead_NA","Puntledge River Steelhead",2958,"Steelhead",NA,NA,NA,NA,NA,NA,NA,NA,2000,2000,NA,0,0,NA,0,0,NA,0,0,3,3,3
"4739","Purcell Creek (Mission) Coho_CO-47","Purcell Creek (Mission) Coho",46089,"Coho",49.7411106961826,-122.103397510753,"LOWER FRASER","LFR","CO-47",750,"N","Fraser",1954,1991,308.5,4,4,325.25,4,4,352,4,4,3,3,3
"4740","Purcell Creek Sockeye_SEL-03-03","Purcell Creek Sockeye",46088,"Sockeye",49.7411106961826,-122.103397510753,"HARRISON-DOWNSTREAM MIGRATING-LATE TIMING","Harrison-(D/S)-L","SEL-03-03",713,"N","Fraser",1991,1991,258,1,1,268,1,1,288,1,1,3,3,3
"4741","Purdon Creek Chum_CM-10","Purdon Creek Chum",41266,"Chum",49.3990862816987,-126.467679572894,"SOUTHWEST VANCOUVER ISLAND","SWVI","CM-10",978,"N","Vancouver Island & Mainland Inlets",1997,1997,NA,0,0,NA,0,0,319.5,1,1,3,3,3
"4742","Purdon Creek Coho_CO-17","Purdon Creek Coho",41262,"Coho",49.3990862816987,-126.467679572894,"WEST VANCOUVER ISLAND","WVI","CO-17",914,"N","Vancouver Island & Mainland Inlets",1991,2001,305,1,1,319,1,1,341.75,2,2,3,3,3
"4743","Pye Creek (Campbell River Area) Chum Run 1_CM-5","Pye Creek (Campbell River Area) Chum Run 1",52746,"Chum",50.3363301345358,-125.519786498331,"NORTHEAST VANCOUVER ISLAND","NEVI","CM-5",903,"N","Vancouver Island & Mainland Inlets",1953,1998,288.5,27,17,304.75,28,14,320.125,28,14,1,1,1
"4744","Pye Creek (Campbell River Area) Coho Run 1_CO-14","Pye Creek (Campbell River Area) Coho Run 1",52742,"Coho",50.3363301345358,-125.519786498331,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS","EVI+SFj","CO-14",911,"N","Vancouver Island & Mainland Inlets",1956,1996,288.519230769231,26,16,313.519230769231,26,12,321.788461538462,26,12,1,1,1
"4745","Pye Creek (Campbell River Area) Pink Run 1_PKE-4","Pye Creek (Campbell River Area) Pink Run 1",52744,"Pink",50.3363301345358,-125.519786498331,"SOUTHERN FJORDS","SFj","PKE-4",920,"N","Vancouver Island & Mainland Inlets",1962,1998,258.7,10,7,258.7,10,7,290.681818181818,11,7,2,2,2
"4746","Pye Creek (Campbell River Area) Pink Run 1_PKO-4","Pye Creek (Campbell River Area) Pink Run 1",52744,"Pink",50.3363301345358,-125.519786498331,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","EVI+JStr","PKO-4",923,"N","Vancouver Island & Mainland Inlets",1963,1995,256.071428571429,7,5,256.071428571429,7,5,286.071428571429,7,5,2,2,2
"4747","Pye Creek (Mission) Chum_CM-2","Pye Creek (Mission) Chum",46976,"Chum",49.1972734734496,-122.050909043906,"LOWER FRASER","LFR","CM-2",701,"N","Fraser",1985,2018,322.5,2,2,328.166666666667,3,3,327.642857142857,7,7,3,3,3
"4748","Pye Creek (Mission) Coho_CO-47","Pye Creek (Mission) Coho",46975,"Coho",49.1972734734496,-122.050909043906,"LOWER FRASER","LFR","CO-47",750,"N","Fraser",1953,1995,322.076923076923,39,11,350.473684210526,38,10,376.820512820513,39,11,1,1,1
"4749","Pyne Creek (Kitimat-Butedale) Chum_CM-18","Pyne Creek (Kitimat-Butedale) Chum",43898,"Chum",52.8486123278588,-128.813083095686,"HECATE LOWLANDS","NCC-coastal","CM-18",506,"Y","Central Coast",1953,2016,248.625,44,37,260.586956521739,46,37,279.730769230769,39,24,1,1,1
"4750","Pyne Creek (Kitimat-Butedale) Coho_CO-27","Pyne Creek (Kitimat-Butedale) Coho",43896,"Coho",52.8486123278588,-128.813083095686,"HECATE STRAIT MAINLAND","HecLow+HStr","CO-27",520,"N","Central Coast",1953,2010,244,27,23,269.739130434783,23,20,288.62962962963,27,14,2,2,1
"4751","Pyne Creek (Kitimat-Butedale) Pink_PKE-5","Pyne Creek (Kitimat-Butedale) Pink",43897,"Pink",52.8486123278588,-128.813083095686,"HECATE LOWLANDS","HStr-HecLow","PKE-5",608,"Y","Central Coast",1954,2014,245.458333333333,24,21,255.854166666667,24,20,266.315789473684,19,11,2,2,1
"4752","Pyne Creek (Kitimat-Butedale) Pink_PKO-12","Pyne Creek (Kitimat-Butedale) Pink",43897,"Pink",52.8486123278588,-128.813083095686,"HECATE STRAIT-LOWLANDS","HStr-HecLow","PKO-12",611,"Y","Central Coast",1953,2015,244.380952380952,21,17,253.131578947368,19,14,268.5,19,12,2,1,1
"4753","Quaal River (Kitimat-Butedale) Chinook_CK-41","Quaal River (Kitimat-Butedale) Chinook",52444,"Chinook",53.6481948693458,-129.303406745887,"NORTH AND CENTRAL COAST-LATE TIMING","NCC-lake","CK-41",514,"N","Central Coast",1953,2021,216.647058823529,17,11,248,13,7,249.3,15,7,1,1,1
"4754","Quaal River (Kitimat-Butedale) Chum_CM-20","Quaal River (Kitimat-Butedale) Chum",52443,"Chum",53.6481948693458,-129.303406745887,"DOUGLAS-GARDNER","DOUG","CM-20",508,"Y","Central Coast",1953,2022,211.389705882353,68,54,230.282258064516,62,48,265.463235294118,68,52,1,1,1
"4755","Quaal River (Kitimat-Butedale) Coho_CO-27","Quaal River (Kitimat-Butedale) Coho",52441,"Coho",53.6481948693458,-129.303406745887,"HECATE STRAIT MAINLAND","HecLow+HStr","CO-27",520,"Y","Central Coast",1953,2022,265.196721311475,61,48,293.62962962963,54,41,322.842592592593,54,40,1,1,1
"4756","Quaal River (Kitimat-Butedale) Pink_PKE-6","Quaal River (Kitimat-Butedale) Pink",52442,"Pink",53.6481948693458,-129.303406745887,"HECATE STRAIT-FJORDS","HStr-Fj","PKE-6",609,"Y","Central Coast",1954,2022,217.367647058824,34,27,239.859375,32,24,269.257575757576,33,24,1,1,1
"4757","Quaal River (Kitimat-Butedale) Pink_PKO-13","Quaal River (Kitimat-Butedale) Pink",52442,"Pink",53.6481948693458,-129.303406745887,"HECATE STRAIT-FJORDS","HStr-Fj","PKO-13",612,"Y","Central Coast",1953,2022,219.271428571429,35,28,240.828125,32,26,269.042857142857,35,28,1,1,1
"4758","Quaal River (Kitimat-Butedale) Sockeye_SEL-18-01","Quaal River (Kitimat-Butedale) Sockeye",52440,"Sockeye",53.6481948693458,-129.303406745887,"BACKLAND","Backland","SEL-18-01",529,"N","Central Coast",1957,2021,231.777777777778,27,22,247.516666666667,30,25,278.22,25,20,1,1,1
"4759","Qualicum River Chinook_CK-27","Qualicum River Chinook",51368,"Chinook",49.3981897929892,-124.610544657069,"EAST VANCOUVER ISLAND-QUALICUM AND PUNTLEDGE_FA_0.x","QP-fall","CK-27",325,"Y","Vancouver Island & Mainland Inlets",1953,2021,269.189189189189,37,7,286.511627906977,43,8,308.441860465116,43,7,1,1,1
"4760","Qualicum River Chum_CM-4","Qualicum River Chum",51366,"Chum",49.3981897929892,-124.610544657069,"GEORGIA STRAIT","GStr-SFj","CM-4",904,"Y","Vancouver Island & Mainland Inlets",1953,2021,295.094594594595,37,6,329.56976744186,43,8,363.9,40,6,1,1,1
"4761","Qualicum River Coho_CO-13","Qualicum River Coho",51362,"Coho",49.3981897929892,-124.610544657069,"EAST VANCOUVER ISLAND-GEORGIA STRAIT","EVI+GStr","CO-13",910,"Y","Vancouver Island & Mainland Inlets",1953,2020,280.064102564103,39,9,315.922222222222,45,10,366.202380952381,42,8,1,1,1
"4762","Qualicum River Pink_PKE-1","Qualicum River Pink",51364,"Pink",49.3981897929892,-124.610544657069,"GEORGIA STRAIT","GStr","PKE-1",917,"N","Vancouver Island & Mainland Inlets",1954,2020,260.384615384615,13,3,273.230769230769,13,3,284.230769230769,13,3,1,1,1
"4763","Qualicum River Pink_PKO-3","Qualicum River Pink",51364,"Pink",49.3981897929892,-124.610544657069,"GEORGIA STRAIT","GStr","PKO-3",922,"N","Vancouver Island & Mainland Inlets",1953,1991,253,10,2,266.7,10,2,278.2,10,2,1,1,1
"4764","Qualicum River Sockeye_SER-08","Qualicum River Sockeye",51360,"Sockeye",49.3981897929892,-124.610544657069,"EAST VANCOUVER ISLAND AND GEORGIA STRAIT","EVI-GStr","SER-08",973,"N","Vancouver Island & Mainland Inlets",1959,1993,269.545454545455,11,4,283.25,12,4,295.25,12,4,1,1,1
"4765","Quartcha Creek (Bella Bella) Chum_CM-15","Quartcha Creek (Bella Bella) Chum",51898,"Chum",52.5153859812471,-127.841548809298,"SPILLER-FITZ HUGH-BURKE","SpilFitz","CM-15",503,"Y","Central Coast",1953,2022,236.956896551724,58,47,257.316666666667,60,48,283.367924528302,53,40,1,1,1
"4766","Quartcha Creek (Bella Bella) Coho_CO-30","Quartcha Creek (Bella Bella) Coho",51896,"Coho",52.5153859812471,-127.841548809298,"NORTHERN COASTAL STREAMS","NCS","CO-30",523,"Y","Central Coast",1970,2022,263.388888888889,27,18,294.233333333333,15,6,314.5,12,3,1,1,1
"4767","Quartcha Creek (Bella Bella) Pink_PKE-6","Quartcha Creek (Bella Bella) Pink",51897,"Pink",52.5153859812471,-127.841548809298,"HECATE STRAIT-FJORDS","HStr-Fj","PKE-6",609,"Y","Central Coast",1954,2022,242.375,28,22,259.642857142857,28,22,281.160714285714,28,21,1,1,1
"4768","Quartcha Creek (Bella Bella) Pink_PKO-13","Quartcha Creek (Bella Bella) Pink",51897,"Pink",52.5153859812471,-127.841548809298,"HECATE STRAIT-FJORDS","HStr-Fj","PKO-13",612,"Y","Central Coast",1953,2022,238.033333333333,30,25,257.316666666667,30,24,278.553571428571,28,22,1,1,1
"4769","Quartcha Creek (Bella Bella) Sockeye_SER-16","Quartcha Creek (Bella Bella) Sockeye",51895,"Sockeye",52.5153859812471,-127.841548809298,"NORTHERN COASTAL FJORDS","NCFj","SER-16",614,"N","Central Coast",1983,2022,251.944444444444,9,9,268.6,10,10,283.75,4,4,3,3,3
"4770","Quashella River (Port Hardy) Chum Run 1_CM-8","Quashella River (Port Hardy) Chum Run 1",49650,"Chum",51.2093645759511,-127.415438292437,"SOUTHERN COASTAL STREAMS","SCS","CM-8",900,"N","Vancouver Island & Mainland Inlets",1933,2000,254.527777777778,36,28,270.25,36,27,290.125,36,26,1,1,1
"4771","Quashella River (Port Hardy) Coho Run 1_CO-12","Quashella River (Port Hardy) Coho Run 1",49646,"Coho",51.2093645759511,-127.415438292437,"SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","CO-12",909,"N","Vancouver Island & Mainland Inlets",1953,2003,265.934782608696,23,17,285.847826086957,23,15,308.369565217391,23,15,1,1,1
"4772","Quashella River (Port Hardy) Pink Run 1_PKO-8","Quashella River (Port Hardy) Pink Run 1",49648,"Pink",51.2093645759511,-127.415438292437,"HOMATHKO-KLINAKLINI-SMITH-RIVERS-BELLA COOLA-DEAN","HK_RSI_BCD","PKO-8",610,"N","Vancouver Island & Mainland Inlets",1983,1983,253,1,1,263,1,1,273,1,1,3,3,3
"4773","Quashtin Creek (Quatsino Sound) Chum Run 1_CM-11","Quashtin Creek (Quatsino Sound) Chum Run 1",42291,"Chum",50.5100064746373,-128.019105000333,"NORTHWEST VANCOUVER ISLAND","NWVI","CM-11",977,"N","Vancouver Island & Mainland Inlets",1955,1998,285.290322580645,31,24,295.518518518519,27,23,307.433333333333,30,24,1,2,1
"4774","Quashtin Creek (Quatsino Sound) Coho Run 1_CO-15","Quashtin Creek (Quatsino Sound) Coho Run 1",42287,"Coho",50.5100064746373,-128.019105000333,"NAHWITTI LOWLAND","Nahwitti","CO-15",912,"N","Vancouver Island & Mainland Inlets",1962,1995,269.6875,8,6,291.8125,8,6,303.3125,8,6,2,2,2
"4775","Quatam River (Campbell River Area) Chinook Run 1_CK-20","Quatam River (Campbell River Area) Chinook Run 1",50528,"Chinook",50.3782693194234,-124.938053283285,"SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","SMn-GStr","CK-20",320,"N","Vancouver Island & Mainland Inlets",1954,2000,255.018518518519,27,15,258.12962962963,27,14,284.351851851852,27,14,1,1,1
"4776","Quatam River (Campbell River Area) Chum Run 1_CM-4","Quatam River (Campbell River Area) Chum Run 1",50526,"Chum",50.3782693194234,-124.938053283285,"GEORGIA STRAIT","GStr-SFj","CM-4",904,"N","Vancouver Island & Mainland Inlets",1929,2003,270.833333333333,39,20,297.325,40,20,322.7375,40,20,1,1,1
"4777","Quatam River (Campbell River Area) Coho Run 1_CO-11","Quatam River (Campbell River Area) Coho Run 1",50522,"Coho",50.3782693194234,-124.938053283285,"GEORGIA STRAIT MAINLAND","SC+GStr","CO-11",908,"N","Vancouver Island & Mainland Inlets",1929,2003,253.7375,40,21,270.35,40,20,302.5625,40,20,1,1,1
"4778","Quatam River (Campbell River Area) Pink Run 1_PKE-1","Quatam River (Campbell River Area) Pink Run 1",50524,"Pink",50.3782693194234,-124.938053283285,"GEORGIA STRAIT","GStr","PKE-1",917,"N","Vancouver Island & Mainland Inlets",1954,1996,236.029411764706,17,11,255.794117647059,17,10,263.147058823529,17,10,1,1,1
"4779","Quatam River (Campbell River Area) Pink Run 1_PKO-3","Quatam River (Campbell River Area) Pink Run 1",50524,"Pink",50.3782693194234,-124.938053283285,"GEORGIA STRAIT","GStr","PKO-3",922,"N","Vancouver Island & Mainland Inlets",1929,2003,235.944444444444,18,9,255.605263157895,19,10,271.25,20,11,1,1,1
"4780","Quatam River (Campbell River Area) Sockeye Run 1_SER-08","Quatam River (Campbell River Area) Sockeye Run 1",50520,"Sockeye",50.3782693194234,-124.938053283285,"EAST VANCOUVER ISLAND AND GEORGIA STRAIT","EVI-GStr","SER-08",973,"N","Vancouver Island & Mainland Inlets",1971,1985,258,1,0,258,1,0,288,1,0,2,2,2
"4781","Quatlena River (Bella Coola) Chum_CM-15","Quatlena River (Bella Coola) Chum",51733,"Chum",52.0314207889484,-127.612150555699,"SPILLER-FITZ HUGH-BURKE","SpilFitz","CM-15",503,"Y","Central Coast",1953,2010,231.458333333333,36,31,252.775,40,34,273.486486486487,37,29,1,1,1
"4782","Quatlena River (Bella Coola) Coho_CO-30","Quatlena River (Bella Coola) Coho",51731,"Coho",52.0314207889484,-127.612150555699,"NORTHERN COASTAL STREAMS","NCS","CO-30",523,"N","Central Coast",1972,2004,289,2,1,304.833333333333,3,1,350,1,0,2,2,2
"4783","Quatlena River (Bella Coola) Pink_PKE-6","Quatlena River (Bella Coola) Pink",51732,"Pink",52.0314207889484,-127.612150555699,"HECATE STRAIT-FJORDS","HStr-Fj","PKE-6",609,"N","Central Coast",1954,2010,229.088235294118,17,15,247.710526315789,19,16,261.9375,16,11,2,2,1
"4784","Quatlena River (Bella Coola) Pink_PKO-13","Quatlena River (Bella Coola) Pink",51732,"Pink",52.0314207889484,-127.612150555699,"HECATE STRAIT-FJORDS","HStr-Fj","PKO-13",612,"N","Central Coast",1953,2009,228.441176470588,17,15,246.5,18,16,262.676470588235,17,14,2,2,2
"4785","Quatlena River (Bella Coola) Sockeye_SER-16","Quatlena River (Bella Coola) Sockeye",51730,"Sockeye",52.0314207889484,-127.612150555699,"NORTHERN COASTAL FJORDS","NCFj","SER-16",614,"N","Central Coast",1985,1993,248,2,2,268,2,2,293,2,2,3,3,3
"4786","Quatse River (Alert Bay) Chinook Run 1_CK-29","Quatse River (Alert Bay) Chinook Run 1",52573,"Chinook",50.6999019030667,-127.480135651072,"EAST VANCOUVER ISLAND-NORTH_FA_0.x","NEVI","CK-29",327,"N","Vancouver Island & Mainland Inlets",1983,1997,258.5,1,1,278.5,1,1,309.5,1,1,3,3,3
"4787","Quatse River (Alert Bay) Chum Run 1_CM-5","Quatse River (Alert Bay) Chum Run 1",52571,"Chum",50.6999019030667,-127.480135651072,"NORTHEAST VANCOUVER ISLAND","NEVI","CM-5",903,"N","Vancouver Island & Mainland Inlets",1930,1997,269.0875,40,18,286.95,40,17,302.5375,40,17,1,1,1
"4788","Quatse River (Alert Bay) Coho Run 1_CO-15","Quatse River (Alert Bay) Coho Run 1",52567,"Coho",50.6999019030667,-127.480135651072,"NAHWITTI LOWLAND","Nahwitti","CO-15",912,"N","Vancouver Island & Mainland Inlets",1930,1997,265.9125,40,18,286.025,40,17,315.775,40,17,1,1,1
"4789","Quatse River (Alert Bay) Pink Run 1_PKE-4","Quatse River (Alert Bay) Pink Run 1",52569,"Pink",50.6999019030667,-127.480135651072,"SOUTHERN FJORDS","SFj","PKE-4",920,"N","Vancouver Island & Mainland Inlets",1930,1996,245.954545454545,22,9,266.454545454545,22,9,293.909090909091,22,8,1,1,1
"4790","Quatse River (Alert Bay) Pink Run 1_PKO-5","Quatse River (Alert Bay) Pink Run 1",52569,"Pink",50.6999019030667,-127.480135651072,"NAHWITTI","Nahwitti","PKO-5",924,"N","Vancouver Island & Mainland Inlets",1929,2005,246.861111111111,18,10,266.694444444444,18,10,290.138888888889,18,10,1,1,1
"4791","Quatse River (Alert Bay) Sockeye Run 1_SEL-12-05","Quatse River (Alert Bay) Sockeye Run 1",52565,"Sockeye",50.6999019030667,-127.480135651072,"QUATSE","Quatse","SEL-12-05",941,"Y","Vancouver Island & Mainland Inlets",1969,2016,250.711538461538,26,15,269.192307692308,26,15,289.134615384615,26,15,1,1,1
"4792","Quatsese River (Alert Bay) Coho Run 1_CO-15","Quatsese River (Alert Bay) Coho Run 1",52577,"Coho",50.6996286252936,-127.470168515634,"NAHWITTI LOWLAND","Nahwitti","CO-15",912,"N","Vancouver Island & Mainland Inlets",1996,1997,259,2,1,289,2,1,330,2,1,2,2,2
"4793","Quatsese River (Alert Bay) Sockeye Run 1_SER-08","Quatsese River (Alert Bay) Sockeye Run 1",52575,"Sockeye",50.6996286252936,-127.470168515634,"EAST VANCOUVER ISLAND AND GEORGIA STRAIT","EVI-GStr","SER-08",973,"N","Vancouver Island & Mainland Inlets",1997,1997,258.5,1,0,258.5,1,0,329.5,1,0,2,2,2
"4794","Queest Creek (Shuswap Lake Shore) Late Sockeye_SEL-09-03","Queest Creek (Shuswap Lake Shore) Late Sockeye",3391,"Sockeye",51.0255450952398,-118.961348303106,"SHUSWAP COMPLEX-LATE TIMING","Shuswap Complex-L","SEL-09-03",739,"N","Fraser",2002,2022,NA,0,0,290.083333333333,6,6,NA,0,0,3,3,3
"4795","Quesnel Lake (Williams Lake Area) Summer Sockeye_SEL-06-10","Quesnel Lake (Williams Lake Area) Summer Sockeye",45099,"Sockeye",52.6011059198391,-121.547076772061,"QUESNEL-SUMMER TIMING","Quesnel-S","SEL-06-10",728,"N","Fraser",1981,1993,NA,0,0,258.75,2,0,NA,0,0,3,2,3
"4796","Quesnel River (Williams Lake Area) Chinook Run 1_CK-11","Quesnel River (Williams Lake Area) Chinook Run 1",46881,"Chinook",52.9706422645159,-122.498003944234,"MIDDLE FRASER RIVER_SU_1.3","MFR-summer","CK-11",311,"Y","Fraser",1953,2009,253.032608695652,46,38,268.69,50,42,283.329545454545,44,36,1,1,1
"4797","Quesnel River (Williams Lake Area) Pink Run 1_PKO-1","Quesnel River (Williams Lake Area) Pink Run 1",46877,"Pink",52.9706422645159,-122.498003944234,"FRASER RIVER","FR","PKO-1",710,"N","Fraser",1967,1989,270.857142857143,7,5,282.714285714286,7,5,296.142857142857,7,5,2,2,2
"4798","Quesnel River (Williams Lake Area) Summer Sockeye_SEL-06-10","Quesnel River (Williams Lake Area) Summer Sockeye",46873,"Sockeye",52.9706422645159,-122.498003944234,"QUESNEL-SUMMER TIMING","Quesnel-S","SEL-06-10",728,"N","Fraser",1941,2013,NA,0,0,263.333333333333,3,2,NA,0,0,3,2,3
"4799","Quigley Creek (Kitimat-Butedale) Chum_CM-18","Quigley Creek (Kitimat-Butedale) Chum",43803,"Chum",52.6544212850719,-128.734868559071,"HECATE LOWLANDS","NCC-coastal","CM-18",506,"N","Central Coast",1953,2014,249.04,25,24,260,26,25,267.145833333333,24,19,2,2,1
